CurrentTaxID,ScientificName,TaxonomicRank,TaxSuperKingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpeciesGroup,TaxSpecies
1891675,Pantoea alhagi,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea alhagi
1891787,Roseobacter ponti,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseobacter,,Roseobacter ponti
1891926,Fuerstiella marisgermanici,species,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Fuerstiella,,Fuerstiella marisgermanici
1892855,Sphingosinicella sp. BN140058,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,,Sphingosinicella sp. BN140058
1896164,Luteimonas sp. JM171,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,Luteimonas sp. JM171
1896196,Porphyrobacter sp. LM 6,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,,Porphyrobacter sp. LM 6
1897061,Cryobacterium sp. SO1,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Cryobacterium,,Cryobacterium sp. SO1
1897729,Halomonas aestuarii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Halomonas aestuarii
1898684,Pseudomonas sp. LPH1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. LPH1
1903186,Brachybacterium sp. P6-10-X1,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,,Brachybacterium sp. P6-10-X1
1904463,Poseidonibacter lekithochrous,species,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Poseidonibacter,,Poseidonibacter lekithochrous
1904616,Streptomyces fodineus,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces fodineus
1904944,Stenotrophomonas sp. LM091,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas sp. LM091
1905730,Pectobacterium parmentieri,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,Pectobacterium parmentieri
1905847,Curtobacterium sp. BH-2-1-1,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Curtobacterium,,Curtobacterium sp. BH-2-1-1
1906274,Microbacterium sp. JZ31,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. JZ31
1906741,Jeongeupia sp. USM3,species,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Jeongeupia,,Jeongeupia sp. USM3
1906742,Microbacterium sp. BH-3-3-3,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. BH-3-3-3
1907575,Jatrophihabitans sp. GAS493,species,Bacteria,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans,,Jatrophihabitans sp. GAS493
1908341,Polaribacter litorisediminis,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Polaribacter litorisediminis
1909395,Nonomuraea sp. ATCC 55076,species,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Nonomuraea,,Nonomuraea sp. ATCC 55076
1909699,Desulfobulbus oligotrophicus,species,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,,Desulfobulbus oligotrophicus
1912897,Blautia argi,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Blautia,,Blautia argi
1913578,Sphingorhabdus lutea,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,Sphingorhabdus lutea
1914461,Micromonospora terminaliae,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora terminaliae
1914471,Sulfuritortus calidifontis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus,,Sulfuritortus calidifontis
1914525,Sphingopyxis sp. FD7,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis sp. FD7
1914861,Enterobacter sp. SA187,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,Enterobacter sp. SA187
1914871,Dolichospermum sp. UHCC 0315A,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,,Dolichospermum sp. UHCC 0315A
1915078,Thioclava nitratireducens,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Thioclava,,Thioclava nitratireducens
1915309,Silvanigrella aquatica,species,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,,Silvanigrella aquatica
1916917,Microbacterium sp. 1.5R,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. 1.5R
1916956,Synechococcus sp. SynAce01,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus sp. SynAce01
1917485,Sulfitobacter alexandrii,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,,Sulfitobacter alexandrii
1920107,Aeromonas sp. ASNIH7,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas sp. ASNIH7
1920667,Mycobacterium sp. WY10,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium sp. WY10
1921510,Tardibacter chloracetimidivorans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Tardibacter,,Tardibacter chloracetimidivorans
1922217,Candidatus Erwinia haradaeae,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,Candidatus Erwinia haradaeae
1925548,Candidatus Fonsibacter ubiquis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,,Candidatus Fonsibacter,,Candidatus Fonsibacter ubiquis
1926494,Paraburkholderia sp. SOS3,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia sp. SOS3
1926868,Acidovorax monticola,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,Acidovorax monticola
1930273,Rubripirellula lacrimiformis,species,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rubripirellula,,Rubripirellula lacrimiformis
1930276,Adhaeretor mobilis,species,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Adhaeretor,,Adhaeretor mobilis
1930532,Pseudomonas sp. CC6-YY-74,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. CC6-YY-74
1930557,Shewanella sp. FDAARGOS_354,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. FDAARGOS_354
1931241,Pseudomonas phragmitis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas phragmitis
1933044,Edaphobacter flagellatus,species,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,,Edaphobacter flagellatus
1933220,Sphingobacterium sp. B29,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium sp. B29
1933880,Glutamicibacter halophytocola,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,,Glutamicibacter halophytocola
1933929,Synechocystis sp. CACIAM 05,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Merismopediaceae,Synechocystis,,Synechocystis sp. CACIAM 05
1935204,[Arcobacter] porcinus,species,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,,[Arcobacter] porcinus
1935379,Leucobacter muris,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,,Leucobacter muris
1936029,Mycobacterium sp. MS1601,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium sp. MS1601
1936080,Winogradskyella sp. J14-2,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,Winogradskyella sp. J14-2
1936081,Seonamhaeicola sp. S2-3,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Seonamhaeicola,,Seonamhaeicola sp. S2-3
1936990,Nitrospira sp. KM1,species,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,Nitrospira sp. KM1
1938334,Microbacterium sp. TPU 3598,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. TPU 3598
1938604,Aquaspirillum sp. LM1,species,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,,Aquaspirillum sp. LM1
1938605,Brevundimonas sp. LM2,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,,Brevundimonas sp. LM2
1938606,Janthinobacterium sp. LM6,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,,Janthinobacterium sp. LM6
1938607,Sphingomonas sp. LM7,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sp. LM7
1940610,Phreatobacter stygius,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phreatobacteraceae,Phreatobacter,,Phreatobacter stygius
1940612,Pigmentiphaga aceris,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,,Pigmentiphaga aceris
1942464,Cellulophaga sp. HaHaR_3_176,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,,Cellulophaga sp. HaHaR_3_176
1943633,Ponticoccus alexandrii,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ponticoccus,,Ponticoccus alexandrii
1945512,Cellvibrio sp. PSBB023,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,Cellvibrio sp. PSBB023
1945662,Paracoccus contaminans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,,Paracoccus contaminans
1954171,Calothrix sp. NIES-2098,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,,Calothrix sp. NIES-2098
1954172,Calothrix sp. NIES-2100,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,,Calothrix sp. NIES-2100
1960083,Actinomyces gaoshouyii,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces gaoshouyii
1961362,Sphingomonas sp. NIC1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sp. NIC1
1967666,Microcystis sp. MC19,species,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,,Microcystis sp. MC19
1968775,Synechococcus sp. PROS-9-1,species,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,,Synechococcus sp. PROS-9-1
1969806,Acidibrevibacterium fodinaquatile,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidibrevibacterium,,Acidibrevibacterium fodinaquatile
1969821,Ciceribacter thiooxidans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter,,Ciceribacter thiooxidans
1971364,Halomonas sp. GT,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,Halomonas sp. GT
1972068,Sulfurivermis fontis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis,,Sulfurivermis fontis
1972431,Phytobacter ursingii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Phytobacter,,Phytobacter ursingii
1973475,Nostoc sp. NIES-2111,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc sp. NIES-2111
1973486,Calothrix parasitica,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,,Calothrix parasitica
1977088,Streptomyces ficellus,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces ficellus
1979344,Flavobacterium sp. MDT1-60,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium sp. MDT1-60
1980001,Cellulosimicrobium sp. TH-20,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,,Cellulosimicrobium sp. TH-20
1981173,Rhizobium sp. NXC14,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,,Rhizobium sp. NXC14
1981174,Pseudomonas sp. M30-35,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. M30-35
1981880,Denitratisoma sp. DHT3,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,,Denitratisoma sp. DHT3
1982042,Tsuneonella mangrovi,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Tsuneonella,,Tsuneonella mangrovi
1982626,Faecalibacillus intestinalis,species,Bacteria,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibacillus,,Faecalibacillus intestinalis
1985254,Xanthomonas phaseoli,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,,Xanthomonas phaseoli
1985873,Sulfuriferula sp. AH1,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,,Sulfuriferula sp. AH1
1987356,Aurantimicrobium photophilum,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,,Aurantimicrobium photophilum
1987723,Cellvibrio sp. PSBB006,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,,Cellvibrio sp. PSBB006
2003121,Sphingobacterium sp. G1-14,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium sp. G1-14
2003188,Parolsenella catena,species,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,,Parolsenella catena
2003315,Porphyrobacter sp. CACIAM 03H1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,,Porphyrobacter sp. CACIAM 03H1
2003551,Cellulomonas sp. PSBB021,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas sp. PSBB021
2004644,Acinetobacter sp. WCHA45,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. WCHA45
2004646,Acinetobacter sp. WCHA55,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. WCHA55
2004647,Acinetobacter sp. WCHAc010052,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. WCHAc010052
2004650,Acinetobacter chinensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter chinensis
2004710,Cloacibacterium caeni,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,,Cloacibacterium caeni
2005456,Fischerella sp. NIES-4106,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Hapalosiphonaceae,Fischerella,,Fischerella sp. NIES-4106
2005458,Nostoc sp. NIES-4103,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,,Nostoc sp. NIES-4103
2005460,Chondrocystis sp. NIES-4102,species,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Chroococcaceae,Chondrocystis,,Chondrocystis sp. NIES-4102
2005462,Calothrix sp. NIES-3974,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Calotrichaceae,Calothrix,,Calothrix sp. NIES-3974
2005464,Scytonema sp. NIES-4073,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Scytonemataceae,Scytonema,,Scytonema sp. NIES-4073
2005884,Thauera sp. K11,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,,Thauera sp. K11
2006110,Luteimonas chenhongjianii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,,Luteimonas chenhongjianii
2006115,Acinetobacter piscicola,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter piscicola
2009329,Sagittula sp. P11,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sagittula,,Sagittula sp. P11
2010829,Aerosticca soli,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Aerosticca,,Aerosticca soli
2010972,Caulobacter rhizosphaerae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,Caulobacter rhizosphaerae
2011015,Pseudomonas laurylsulfatiphila,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas laurylsulfatiphila
2011159,Erythrobacter sp. KY5,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,Erythrobacter sp. KY5
2014534,Microbacterium sp. PM5,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. PM5
2014887,Herbaspirillum robiniae,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,Herbaspirillum robiniae
2014920,Streptomyces capitiformicae,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces capitiformicae
2015076,Chryseobacterium sp. T16E-39,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,Chryseobacterium sp. T16E-39
2015316,Bosea sp. AS-1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,,Bosea sp. AS-1
2016057,Leptolyngbya sp. PKUAC-SCTA174,species,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya sp. PKUAC-SCTA174
2016064,Leptolyngbya sp. PKUAC-SCTB231,species,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,,Leptolyngbya sp. PKUAC-SCTB231
2016196,Hyphomonas sp. KY3,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomonadales,Hyphomonadaceae,Hyphomonas,,Hyphomonas sp. KY3
2016596,Nitrogeniibacter mangrovi,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Nitrogeniibacter,,Nitrogeniibacter mangrovi
2017482,Thalassococcus sp. S3,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Thalassococcus,,Thalassococcus sp. S3
2017484,Brachybacterium vulturis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,,Brachybacterium vulturis
2017485,Brachybacterium avium,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,,Brachybacterium avium
2017486,Nocardioides sp. S5,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides sp. S5
2017685,Arthrobacter sp. PM3,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,Arthrobacter sp. PM3
2018025,Kitasatospora sp. MMS16-BH015,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,,Kitasatospora sp. MMS16-BH015
2018067,Pseudomonas sp. FDAARGOS_380,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. FDAARGOS_380
2018305,Shewanella bicestrii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella bicestrii
2020312,Rhizobium sp. CIAT894,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,,Rhizobium sp. CIAT894
2020377,Sinomonas sp. R1AF57,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Sinomonas,,Sinomonas sp. R1AF57
2020412,Bosea sp. ANAM02,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,,Bosea sp. ANAM02
2020486,Arthrobacter sp. YN,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,Arthrobacter sp. YN
2021234,Ahniella affigens,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella,,Ahniella affigens
2023229,Porphyrobacter sp. HT-58-2,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,,Porphyrobacter sp. HT-58-2
2024580,Plantactinospora sp. KBS50,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora,,Plantactinospora sp. KBS50
2025349,Novosphingobium sp. 9,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium sp. 9
2025658,Pseudomonas sp. NS1(2017),species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. NS1(2017)
2025949,Herbaspirillum sp. meg3,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,,Herbaspirillum sp. meg3
2026186,Bacillus paranthracis,species,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group,Bacillus paranthracis
2026199,Paraburkholderia aromaticivorans,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia aromaticivorans
2026240,Klebsiella quasivariicola,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella quasivariicola
2026624,Parasphingopyxis algicola,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,,Parasphingopyxis algicola
2027405,Azoarcus sp. DD4,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,,Azoarcus sp. DD4
2027857,Mariniflexile sp. TRM1-10,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,,Mariniflexile sp. TRM1-10
2028343,Rhizobium sp. 11515TR,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,,Rhizobium sp. 11515TR
2028345,Pusillimonas thiosulfatoxidans,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,,Pusillimonas thiosulfatoxidans
2029849,Marinicauda algicola,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Maricaulales,Maricaulaceae,Marinicauda,,Marinicauda algicola
2029986,Shewanella sp. WE21,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. WE21
2033032,Aeromonas sp. CA23,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas sp. CA23
2033033,Aeromonas sp. CU5,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,Aeromonas sp. CU5
2033869,Rhodobacter sp. CZR27,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,,Rhodobacter sp. CZR27
2038343,Jatrophihabitans telluris,species,Bacteria,Actinomycetota,Actinomycetes,Jatrophihabitantales,Jatrophihabitantaceae,Jatrophihabitans,,Jatrophihabitans telluris
2038776,Kaistella flava (ex Peng et al. 2021),species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Kaistella,,Kaistella flava (ex Peng et al. 2021)
2039870,Micromonospora sp. WMMA2032,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora sp. WMMA2032
2040586,Stenotrophomonas sp. Pemsol,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas sp. Pemsol
2042057,Pectobacterium polaris,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,Pectobacterium polaris
2045200,Pseudomonas rhizophila,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas rhizophila
