CurrentTaxID,ScientificName,TaxonomicRank,TaxSuperKingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpeciesGroup,TaxSpecies
2045208,Massilia violaceinigra,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,Massilia violaceinigra
2045452,Nocardioides houyundeii,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides houyundeii
2048898,Microbacterium sp. Y-01,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. Y-01
2049305,Changchengzhania lutea,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Changchengzhania,,Changchengzhania lutea
2049332,Methylomicrobium sp. wino1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium,,Methylomicrobium sp. wino1
2049589,Pseudomonas sp. HLS-6,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. HLS-6
2049881,Streptomyces dengpaensis,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces dengpaensis
2051552,Mycobacterium sp. PYR15,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium sp. PYR15
2051553,Methylobacterium currus,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,,Methylobacterium currus
2051906,Exiguobacterium sp. N4-1P,species,Bacteria,Bacillota,Bacilli,Bacillales,,Exiguobacterium,,Exiguobacterium sp. N4-1P
2051957,Rubrobacter indicoceani,species,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter indicoceani
2051959,Edaphobacter lichenicola,species,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,,Edaphobacter lichenicola
2052056,Pantoea sp. MSR2,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,,Pantoea sp. MSR2
2052956,Pseudomonas sp. ACM7,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. ACM7
2053287,Acinetobacter pseudolwoffii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter pseudolwoffii
2054227,Sphingopyxis lindanitolerans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,Sphingopyxis lindanitolerans
2054902,Rhodococcus sp. AQ5-07,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,,Rhodococcus sp. AQ5-07
2054914,Pseudomonas sp. 02C 26,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. 02C 26
2054919,Pseudomonas sp. S09G 359,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. S09G 359
2055889,Nocardia tengchongensis,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,,Nocardia tengchongensis
2055955,Tsuneonella flava,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Tsuneonella,,Tsuneonella flava
2056231,Pseudomonas qingdaonensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas qingdaonensis
2056258,Streptomyces sp. AMCC400023,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. AMCC400023
2057025,Spirosoma pollinicola,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,Spirosoma pollinicola
2057246,Acidipropionibacterium virtanenii,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium,,Acidipropionibacterium virtanenii
2057741,Bradyrhizobium sp. SK17,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,,Bradyrhizobium sp. SK17
2057743,Actinomyces wuliandei,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces wuliandei
2057798,Actinomyces sp. 432,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces sp. 432
2057800,Actinomyces qiguomingii,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces qiguomingii
2057808,Lacinutrix sp. Bg11-31,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,Lacinutrix sp. Bg11-31
2058136,Planococcus sp. MB-3u-03,species,Bacteria,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,,Planococcus sp. MB-3u-03
2058137,Polaribacter sp. ALD11,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Polaribacter sp. ALD11
2058152,Klebsiella grimontii,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella grimontii
2058175,Antarcticibacterium flavum,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,,Antarcticibacterium flavum
2058624,Undibacterium sp. KW1,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,Undibacterium sp. KW1
2058625,Undibacterium sp. YM2,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,,Undibacterium sp. YM2
2059264,Shewanella sp. Pdp11,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,,Shewanella sp. Pdp11
2059672,Chromobacterium sp. ATCC 53434,species,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,,Chromobacterium sp. ATCC 53434
2059875,Gordonia sp. YC-JH1,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,,Gordonia sp. YC-JH1
2059884,Streptomyces sp. CMB-StM0423,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. CMB-StM0423
2060312,Altererythrobacter sp. B11,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,Altererythrobacter sp. B11
2060726,Neorhizobium sp. SOG26,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,,Neorhizobium sp. SOG26
2065379,Paracoccus jeotgali,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,,Paracoccus jeotgali
2066483,Candidatus Chromulinivorax destructor,species,Bacteria,,Candidatus Babeliae,Candidatus Babeliales,Candidatus Chromulinivoraceae,Candidatus Chromulinivorax,,Candidatus Chromulinivorax destructor
2067065,Aquella oligotrophica,species,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Aquella,,Aquella oligotrophica
2067415,Altererythrobacter sp. TH136,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,,Altererythrobacter sp. TH136
2067959,Lelliottia sp. AC1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,,Lelliottia sp. AC1
2067960,Pseudazoarcus pumilus,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Pseudazoarcus,,Pseudazoarcus pumilus
2069432,Tamlana carrageenivorans,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,,Tamlana carrageenivorans
2070347,Agrococcus sp. SGAir0287,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agrococcus,,Agrococcus sp. SGAir0287
2070348,Microbacterium sp. SGAir0570,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,,Microbacterium sp. SGAir0570
2070369,Sulfitobacter sp. JL08,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,,Sulfitobacter sp. JL08
2071607,Sphingomonas rhizophila,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas rhizophila
2071627,Plantactinospora sp. BB1,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora,,Plantactinospora sp. BB1
2071710,Enterobacter sichuanensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex,Enterobacter sichuanensis
2072405,Stenotrophomonas sp. ZAC14D2_NAIMI4_7,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. ZAC14D2_NAIMI4_7
2072406,Stenotrophomonas sp. ZAC14D2_NAIMI4_6,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. ZAC14D2_NAIMI4_6
2072407,Stenotrophomonas sp. YAU14D1_LEIMI4_1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. YAU14D1_LEIMI4_1
2072408,Stenotrophomonas sp. YAU14A_MKIMI4_1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. YAU14A_MKIMI4_1
2072409,Stenotrophomonas sp. SAU14A_NAIMI4_8,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. SAU14A_NAIMI4_8
2072412,Stenotrophomonas sp. ZAC14A_NAIMI4_1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. ZAC14A_NAIMI4_1
2072413,Stenotrophomonas sp. SAU14A_NAIMI4_5,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. SAU14A_NAIMI4_5
2072414,Stenotrophomonas sp. ESTM1D_MKCIP4_1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia group,Stenotrophomonas sp. ESTM1D_MKCIP4_1
2072505,Streptomyces sp. Go-475,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. Go-475
2072590,Pseudoduganella armeniaca,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,,Pseudoduganella armeniaca
2072936,Sphingobium sp. SCG-1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium sp. SCG-1
2073078,Pseudomonas sp. DTU12.3,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. DTU12.3
2077182,Sphingorhabdus sp. YGSMI21,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,Sphingorhabdus sp. YGSMI21
2078691,Streptomyces sp. CB01881,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. CB01881
2079227,Arthrobacter sp. PGP41,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,Arthrobacter sp. PGP41
2079536,Actinomyces sp. Z16,species,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,,Actinomyces sp. Z16
2079575,Aurantimicrobium sp. MWH-Uga1,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,,Aurantimicrobium sp. MWH-Uga1
2079596,Acinetobacter sp. SWBY1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. SWBY1
2079792,Mycetocola zhujimingii,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Mycetocola,,Mycetocola zhujimingii
2079793,Aeromicrobium chenweiae,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,Aeromicrobium chenweiae
2080419,Deinococcus sp. NW-56,species,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus sp. NW-56
2080742,Agromyces badenianii,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,,Agromyces badenianii
2081041,Polynucleobacter sp. AP-Kolm-20A-A1,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. AP-Kolm-20A-A1
2081042,Polynucleobacter corsicus,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter corsicus
2081049,Polynucleobacter sp. AP-Sving-400A-A2,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. AP-Sving-400A-A2
2081052,Polynucleobacter sp. MG-Unter2-18,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. MG-Unter2-18
2082188,Sphingobium sp. YG1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium sp. YG1
2082386,Methylibium sp. Pch-M,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium,,Methylibium sp. Pch-M
2082387,Mesorhizobium sp. Pch-S,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,Mesorhizobium sp. Pch-S
2082949,Microvirga sp. 17 mud 1-3,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,,Microvirga sp. 17 mud 1-3
2083051,Pseudomonas sp. SWI6,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. SWI6
2083053,Pseudomonas sp. SWI44,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. SWI44
2083054,Pseudomonas sp. LG1D9,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. LG1D9
2083055,Pseudomonas sp. LH1G9,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. LH1G9
2083284,Streptomyces sp. CB09001,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. CB09001
2083786,Devosia sp. I507,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,,Devosia sp. I507
2086471,Adhaeribacter swui,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Adhaeribacter,,Adhaeribacter swui
2093856,Butyricimonas faecalis,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,,Butyricimonas faecalis
2093857,Dysosmobacter welbionis,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,,Dysosmobacter welbionis
2094119,Mycobacterium basiliense,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium basiliense
2099387,Tolypothrix sp. PCC 7910,species,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,,Tolypothrix sp. PCC 7910
2099583,Streptomyces sp. ICC1,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. ICC1
2107713,Aeromicrobium sp. A1-2,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,Aeromicrobium sp. A1-2
2108399,Pectobacterium punjabense,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,,Pectobacterium punjabense
2108445,Mesorhizobium sp. DCY119,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,Mesorhizobium sp. DCY119
2108470,Plantactinospora sp. BC1,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Plantactinospora,,Plantactinospora sp. BC1
2109913,Melaminivora suipulveris,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Melaminivora,,Melaminivora suipulveris
2109914,Ottowia oryzae,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,,Ottowia oryzae
2109915,Simplicispira suum,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,,Simplicispira suum
2115978,Candidatus Phycorickettsia trachydisci,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Phycorickettsia,,Candidatus Phycorickettsia trachydisci
2116657,Pulveribacter suum,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pulveribacter,,Pulveribacter suum
2126346,Peterkaempfera bronchialis,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Peterkaempfera,,Peterkaempfera bronchialis
2126553,Christiangramia fulva,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Christiangramia,,Christiangramia fulva
2135430,Streptomyces sp. P3,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. P3
2136173,Streptomyces sp. So13.3,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. So13.3
2136182,Acinetobacter cumulans,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter cumulans
2136401,Streptomyces sp. YIM 121038,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. YIM 121038
2144175,Megasphaera stantonii,species,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,,Megasphaera stantonii
2153354,Klebsiella huaxiensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,Klebsiella huaxiensis
2153385,Lelliottia sp. WB101,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,,Lelliottia sp. WB101
2161816,Tessaracoccus timonensis,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,,Tessaracoccus timonensis
2161872,Colwellia sp. Arc7-D,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,,Colwellia sp. Arc7-D
2162713,Flavobacterium magnum,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium magnum
2163011,Orrella marina,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Orrella,,Orrella marina
2169400,Gemmobacter aquarius,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Gemmobacter,,Gemmobacter aquarius
2170729,Methyloceanibacter sp. wino2,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Methyloceanibacter,,Methyloceanibacter sp. wino2
2170745,Auritidibacter sp. NML130574,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Auritidibacter,,Auritidibacter sp. NML130574
2171623,Miniimonas sp. S16,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Miniimonas,,Miniimonas sp. S16
2171755,Profundibacter amoris,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Profundibacter,,Profundibacter amoris
2172098,Flavobacterium pallidum,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium pallidum
2173169,Dokdonia sp. Dokd-P16,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,,Dokdonia sp. Dokd-P16
2175091,Flavobacterium album,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium album
2175864,Streptomyces sp. NHF165,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. NHF165
2182384,Erythrobacter aureus,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,Erythrobacter aureus
2182432,Spiribacter sp. E85,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,,Spiribacter sp. E85
2183896,Flavobacterium crocinum,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium crocinum
2183911,Salinisphaera sp. LB1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,,Salinisphaera sp. LB1
2184053,Streptomyces cadmiisoli,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus group,Streptomyces cadmiisoli
